Timestamp,Color Counts,Average Areas
2025-03-25 11:01:15.403211,"{'Blue': 3, 'White': 4, 'Black': 2}","{'Blue': 873.83, 'White': 1870.0, 'Black': 28641.75}"
2025-03-25 11:01:15.419197,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 1493.5, 'White': 1883.75, 'Black': 57053.0}"
2025-03-25 11:01:15.434833,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 1493.5, 'White': 1883.75, 'Black': 57053.0}"
2025-03-25 11:01:15.450787,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 1040.17, 'White': 1892.88, 'Black': 56460.0}"
2025-03-25 11:01:15.465623,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 1040.17, 'White': 1892.88, 'Black': 56460.0}"
2025-03-25 11:01:15.480876,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 1040.17, 'White': 1892.88, 'Black': 56460.0}"
2025-03-25 11:01:15.496766,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 898.5, 'White': 1849.38, 'Black': 56707.5}"
2025-03-25 11:01:15.511943,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 898.5, 'White': 1849.38, 'Black': 56707.5}"
2025-03-25 11:01:15.527109,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 898.5, 'White': 1849.38, 'Black': 56707.5}"
2025-03-25 11:01:15.542410,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 935.33, 'White': 1848.0, 'Black': 56811.5}"
2025-03-25 11:01:15.558253,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 935.33, 'White': 1848.0, 'Black': 56811.5}"
2025-03-25 11:01:15.573858,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 1016.75, 'White': 1862.62, 'Black': 56728.5}"
2025-03-25 11:01:15.589837,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 1016.75, 'White': 1862.62, 'Black': 56728.5}"
2025-03-25 11:01:15.605771,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 1016.75, 'White': 1862.62, 'Black': 56728.5}"
2025-03-25 11:01:15.621745,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 1065.5, 'White': 1864.62, 'Black': 56950.0}"
2025-03-25 11:01:15.636464,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 1065.5, 'White': 1864.62, 'Black': 56950.0}"
2025-03-25 11:01:15.651639,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 1065.5, 'White': 1864.62, 'Black': 56950.0}"
2025-03-25 11:01:15.667622,"{'Blue': 3, 'White': 4, 'Black': 2}","{'Blue': 956.5, 'White': 1872.5, 'Black': 28248.75}"
2025-03-25 11:01:15.684499,"{'Blue': 3, 'White': 4, 'Black': 2}","{'Blue': 956.5, 'White': 1872.5, 'Black': 28248.75}"
2025-03-25 11:01:15.698488,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 795.33, 'White': 1899.25, 'Black': 56167.5}"
2025-03-25 11:01:15.714179,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 795.33, 'White': 1899.25, 'Black': 56167.5}"
2025-03-25 11:01:15.729312,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 795.33, 'White': 1899.25, 'Black': 56167.5}"
2025-03-25 11:01:15.744273,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 803.67, 'White': 1866.88, 'Black': 56591.5}"
2025-03-25 11:01:15.759595,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 803.67, 'White': 1866.88, 'Black': 56591.5}"
2025-03-25 11:01:15.775389,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 803.67, 'White': 1866.88, 'Black': 56591.5}"
2025-03-25 11:01:15.791150,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 849.17, 'White': 1860.62, 'Black': 56054.0}"
2025-03-25 11:01:15.807224,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 849.17, 'White': 1860.62, 'Black': 56054.0}"
2025-03-25 11:01:15.823143,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 925.17, 'White': 1874.25, 'Black': 56113.0}"
2025-03-25 11:01:15.838895,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 925.17, 'White': 1874.25, 'Black': 56113.0}"
2025-03-25 11:01:15.854588,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 925.17, 'White': 1874.25, 'Black': 56113.0}"
2025-03-25 11:01:15.871052,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 1164.0, 'White': 1882.38, 'Black': 55761.5}"
2025-03-25 11:01:15.885042,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 1164.0, 'White': 1882.38, 'Black': 55761.5}"
2025-03-25 11:01:15.900284,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 995.83, 'White': 1920.75, 'Black': 60500.0}"
2025-03-25 11:01:15.916142,"{'Blue': 3, 'White': 4, 'Black': 1}","{'Blue': 995.83, 'White': 1920.75, 'Black': 60500.0}"
2025-03-25 11:01:15.930482,"{'Blue': 4, 'White': 4, 'Black': 1}","{'Blue': 909.88, 'White': 1881.0, 'Black': 60058.0}"
2025-03-25 11:01:15.945443,"{'Blue': 4, 'White': 4, 'Black': 1}","{'Blue': 909.88, 'White': 1881.0, 'Black': 60058.0}"
2025-03-25 11:01:15.961400,"{'Blue': 4, 'White': 4, 'Black': 1}","{'Blue': 909.88, 'White': 1881.0, 'Black': 60058.0}"
2025-03-25 11:01:15.976805,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 1764.0, 'White': 1952.88, 'Black': 59105.0}"
2025-03-25 11:01:15.992762,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 1764.0, 'White': 1952.88, 'Black': 59105.0}"
2025-03-25 11:01:16.008720,"{'Blue': 2, 'White': 4, 'Black': 1}","{'Blue': 1764.0, 'White': 1952.88, 'Black': 59105.0}"
2025-03-25 11:01:16.023707,"{'Blue': 3, 'White': 3, 'Black': 1}","{'Blue': 1332.83, 'White': 2364.5, 'Black': 51679.5}"
2025-03-25 11:01:16.038700,"{'Blue': 3, 'White': 3, 'Black': 1}","{'Blue': 1332.83, 'White': 2364.5, 'Black': 51679.5}"
2025-03-25 11:01:16.055201,"{'Blue': 2, 'White': 3, 'Black': 1}","{'Blue': 2630.25, 'White': 2485.33, 'Black': 48974.5}"
2025-03-25 11:01:16.071183,"{'Blue': 2, 'White': 3, 'Black': 1}","{'Blue': 2630.25, 'White': 2485.33, 'Black': 48974.5}"
2025-03-25 11:01:16.087173,"{'Blue': 2, 'White': 3, 'Black': 1}","{'Blue': 2630.25, 'White': 2485.33, 'Black': 48974.5}"
2025-03-25 11:01:16.102445,"{'Blue': 2, 'White': 3, 'Black': 1}","{'Blue': 1982.5, 'White': 2580.17, 'Black': 47258.0}"
2025-03-25 11:01:16.118044,"{'Blue': 2, 'White': 3, 'Black': 1}","{'Blue': 1982.5, 'White': 2580.17, 'Black': 47258.0}"
2025-03-25 11:01:16.133345,"{'Blue': 3, 'White': 3, 'Black': 1}","{'Blue': 1554.5, 'White': 2629.67, 'Black': 44761.0}"
2025-03-25 11:01:16.147336,"{'Blue': 3, 'White': 3, 'Black': 1}","{'Blue': 1554.5, 'White': 2629.67, 'Black': 44761.0}"
2025-03-25 11:01:16.158307,"{'Blue': 3, 'White': 3, 'Black': 1}","{'Blue': 1554.5, 'White': 2629.67, 'Black': 44761.0}"
2025-03-25 11:01:16.179803,"{'Blue': 3, 'White': 3, 'Black': 1}","{'Blue': 1554.5, 'White': 2629.67, 'Black': 44761.0}"
2025-03-25 11:01:16.193965,"{'Blue': 2, 'White': 3, 'Black': 1}","{'Blue': 2711.0, 'White': 2625.33, 'Black': 41997.0}"
2025-03-25 11:01:16.209182,"{'Blue': 2, 'White': 3, 'Black': 1}","{'Blue': 2711.0, 'White': 2625.33, 'Black': 41997.0}"
2025-03-25 11:01:16.224527,"{'Blue': 2, 'White': 3, 'Black': 2}","{'Blue': 2560.5, 'White': 2771.17, 'Black': 19177.25}"
2025-03-25 11:01:16.240725,"{'Blue': 2, 'White': 3, 'Black': 2}","{'Blue': 2560.5, 'White': 2771.17, 'Black': 19177.25}"
2025-03-25 11:01:16.256038,"{'Blue': 2, 'White': 3, 'Black': 2}","{'Blue': 3491.5, 'White': 2939.67, 'Black': 15611.0}"
2025-03-25 11:01:16.271587,"{'Blue': 2, 'White': 3, 'Black': 2}","{'Blue': 3491.5, 'White': 2939.67, 'Black': 15611.0}"
2025-03-25 11:01:16.286724,"{'Blue': 2, 'White': 3, 'Black': 2}","{'Blue': 3491.5, 'White': 2939.67, 'Black': 15611.0}"
2025-03-25 11:01:16.301929,"{'Blue': 2, 'White': 3, 'Black': 2}","{'Blue': 4246.0, 'White': 2990.83, 'Black': 11741.75}"
2025-03-25 11:01:16.317521,"{'Blue': 2, 'White': 3, 'Black': 2}","{'Blue': 4246.0, 'White': 2990.83, 'Black': 11741.75}"
2025-03-25 11:01:16.332796,"{'Blue': 2, 'White': 3, 'Black': 2}","{'Blue': 4246.0, 'White': 2990.83, 'Black': 11741.75}"
2025-03-25 11:01:16.347724,"{'Blue': 3, 'White': 3, 'Black': 2}","{'Blue': 3196.67, 'White': 3180.33, 'Black': 7885.0}"
2025-03-25 11:01:16.364305,"{'Blue': 3, 'White': 3, 'Black': 2}","{'Blue': 3196.67, 'White': 3180.33, 'Black': 7885.0}"
2025-03-25 11:01:16.379265,"{'Blue': 4, 'White': 3, 'Black': 1}","{'Blue': 2681.5, 'White': 3134.17, 'Black': 9849.5}"
2025-03-25 11:01:16.395299,"{'Blue': 4, 'White': 3, 'Black': 1}","{'Blue': 2681.5, 'White': 3134.17, 'Black': 9849.5}"
2025-03-25 11:01:16.411128,"{'Blue': 4, 'White': 2, 'Black': 1}","{'Blue': 1574.12, 'White': 3395.75, 'Black': 9426.5}"
2025-03-25 11:01:16.426006,"{'Blue': 4, 'White': 2, 'Black': 1}","{'Blue': 1574.12, 'White': 3395.75, 'Black': 9426.5}"
2025-03-25 11:01:16.442323,"{'Blue': 4, 'White': 2, 'Black': 1}","{'Blue': 1574.12, 'White': 3395.75, 'Black': 9426.5}"
2025-03-25 11:01:16.457227,"{'Blue': 4, 'White': 2, 'Black': 1}","{'Blue': 863.62, 'White': 2757.0, 'Black': 8890.0}"
2025-03-25 11:01:16.473215,"{'Blue': 4, 'White': 2, 'Black': 1}","{'Blue': 863.62, 'White': 2757.0, 'Black': 8890.0}"
2025-03-25 11:01:16.488706,"{'Blue': 4, 'White': 2, 'Black': 1}","{'Blue': 863.62, 'White': 2757.0, 'Black': 8890.0}"
2025-03-25 11:01:16.504729,"{'Blue': 1, 'White': 2, 'Black': 1}","{'Blue': 939.5, 'White': 2782.75, 'Black': 6919.5}"
2025-03-25 11:01:16.520413,"{'Blue': 1, 'White': 2, 'Black': 1}","{'Blue': 939.5, 'White': 2782.75, 'Black': 6919.5}"
2025-03-25 11:01:16.536376,"{'Blue': 1, 'White': 2, 'Black': 1}","{'Blue': 834.0, 'White': 2086.5, 'Black': 3578.0}"
2025-03-25 11:01:16.551369,"{'Blue': 1, 'White': 2, 'Black': 1}","{'Blue': 834.0, 'White': 2086.5, 'Black': 3578.0}"
2025-03-25 11:01:16.566872,"{'Blue': 1, 'White': 2, 'Black': 1}","{'Blue': 834.0, 'White': 2086.5, 'Black': 3578.0}"
2025-03-25 11:01:16.582658,"{'Blue': 1, 'White': 2, 'Black': 2}","{'Blue': 1257.0, 'White': 1625.75, 'Black': 1659.5}"
2025-03-25 11:01:16.598616,"{'Blue': 1, 'White': 2, 'Black': 2}","{'Blue': 1257.0, 'White': 1625.75, 'Black': 1659.5}"
2025-03-25 11:01:16.614574,"{'White': 2, 'Black': 3}","{'White': 1388.75, 'Black': 3507.0}"
2025-03-25 11:01:16.630376,"{'White': 2, 'Black': 3}","{'White': 1388.75, 'Black': 3507.0}"
2025-03-25 11:01:16.646148,"{'White': 2, 'Black': 3}","{'White': 1388.75, 'Black': 3507.0}"
2025-03-25 11:01:16.661763,"{'White': 2, 'Black': 3}","{'White': 1317.0, 'Black': 8239.17}"
2025-03-25 11:01:16.677447,"{'White': 2, 'Black': 3}","{'White': 1317.0, 'Black': 8239.17}"
2025-03-25 11:01:16.692315,"{'White': 1, 'Black': 2}","{'White': 1161.5, 'Black': 21315.0}"
2025-03-25 11:01:16.708772,"{'White': 1, 'Black': 2}","{'White': 1161.5, 'Black': 21315.0}"
2025-03-25 11:01:16.723927,"{'White': 1, 'Black': 2}","{'White': 1161.5, 'Black': 21315.0}"
2025-03-25 11:01:16.739076,{'Black': 2},{'Black': 28521.25}
2025-03-25 11:01:16.754606,{'Black': 2},{'Black': 28521.25}
2025-03-25 11:01:16.769821,{'Black': 2},{'Black': 28521.25}
2025-03-25 11:01:16.785812,{'Black': 2},{'Black': 37055.25}
2025-03-25 11:01:16.800802,{'Black': 2},{'Black': 37055.25}
2025-03-25 11:01:16.815725,{'Black': 2},{'Black': 45962.5}
2025-03-25 11:01:16.832743,{'Black': 2},{'Black': 45962.5}
2025-03-25 11:01:16.848000,{'Black': 2},{'Black': 45962.5}
2025-03-25 11:01:16.862754,{'Black': 2},{'Black': 49129.25}
2025-03-25 11:01:16.878752,{'Black': 2},{'Black': 49129.25}
2025-03-25 11:01:16.894768,{'Black': 3},{'Black': 30844.5}
2025-03-25 11:01:16.910500,{'Black': 3},{'Black': 30844.5}
2025-03-25 11:01:16.925769,{'Black': 3},{'Black': 30844.5}
2025-03-25 11:01:16.941797,"{'Green': 2, 'Black': 2}","{'Green': 1145.0, 'Black': 43703.5}"
2025-03-25 11:01:16.956953,"{'Green': 2, 'Black': 2}","{'Green': 1145.0, 'Black': 43703.5}"
2025-03-25 11:01:16.973156,"{'Green': 2, 'Black': 2}","{'Green': 1145.0, 'Black': 43703.5}"
2025-03-25 11:01:16.988647,"{'Green': 2, 'Black': 2}","{'Green': 1145.0, 'Black': 43703.5}"
2025-03-25 11:01:17.003640,"{'Green': 1, 'Black': 4}","{'Green': 5425.0, 'Black': 10158.38}"
2025-03-25 11:01:17.018938,"{'Green': 1, 'Black': 4}","{'Green': 5425.0, 'Black': 10158.38}"
2025-03-25 11:01:17.034099,"{'Green': 1, 'Black': 4}","{'Green': 5425.0, 'Black': 10158.38}"
2025-03-25 11:01:17.054924,"{'Green': 1, 'Black': 4}","{'Green': 5425.0, 'Black': 10158.38}"
2025-03-25 11:01:17.081395,"{'Green': 3, 'Black': 3}","{'Green': 3822.5, 'Black': 10592.33}"
2025-03-25 11:01:17.097006,"{'Green': 3, 'Black': 3}","{'Green': 3822.5, 'Black': 10592.33}"
2025-03-25 11:01:17.110982,"{'Green': 1, 'White': 1, 'Black': 3}","{'Green': 11975.5, 'White': 4962.0, 'Black': 11299.17}"
2025-03-25 11:01:17.127111,"{'Green': 1, 'White': 1, 'Black': 3}","{'Green': 11975.5, 'White': 4962.0, 'Black': 11299.17}"
2025-03-25 11:01:17.142805,"{'Red': 1, 'Green': 1, 'White': 2, 'Black': 4}","{'Red': 604.0, 'Green': 12057.0, 'White': 7298.25, 'Black': 7826.75}"
2025-03-25 11:01:17.158745,"{'Red': 1, 'Green': 1, 'White': 2, 'Black': 4}","{'Red': 604.0, 'Green': 12057.0, 'White': 7298.25, 'Black': 7826.75}"
2025-03-25 11:01:17.174583,"{'Red': 1, 'Green': 1, 'White': 2, 'Black': 4}","{'Red': 604.0, 'Green': 12057.0, 'White': 7298.25, 'Black': 7826.75}"
2025-03-25 11:01:17.189942,"{'Red': 1, 'Green': 1, 'White': 2, 'Black': 4}","{'Red': 832.0, 'Green': 10535.0, 'White': 11253.25, 'Black': 7601.62}"
2025-03-25 11:01:17.204926,"{'Red': 1, 'Green': 1, 'White': 2, 'Black': 4}","{'Red': 832.0, 'Green': 10535.0, 'White': 11253.25, 'Black': 7601.62}"
2025-03-25 11:01:17.221881,"{'Red': 1, 'Green': 1, 'White': 2, 'Black': 4}","{'Red': 832.0, 'Green': 10535.0, 'White': 11253.25, 'Black': 7601.62}"
2025-03-25 11:01:17.235844,"{'Green': 1, 'Blue': 1, 'White': 3, 'Black': 3}","{'Green': 7288.0, 'Blue': 1247.5, 'White': 8596.33, 'Black': 10998.83}"
2025-03-25 11:01:17.251802,"{'Green': 1, 'Blue': 1, 'White': 3, 'Black': 3}","{'Green': 7288.0, 'Blue': 1247.5, 'White': 8596.33, 'Black': 10998.83}"
2025-03-25 11:01:17.268757,"{'Green': 1, 'Blue': 1, 'White': 3, 'Black': 3}","{'Green': 7288.0, 'Blue': 1247.5, 'White': 8596.33, 'Black': 10998.83}"
2025-03-25 11:01:17.283716,"{'Red': 1, 'Green': 1, 'Blue': 1, 'White': 3, 'Black': 4}","{'Red': 786.5, 'Green': 3935.0, 'Blue': 2447.5, 'White': 11421.83, 'Black': 6684.62}"
2025-03-25 11:01:17.298951,"{'Red': 1, 'Green': 1, 'Blue': 1, 'White': 3, 'Black': 4}","{'Red': 786.5, 'Green': 3935.0, 'Blue': 2447.5, 'White': 11421.83, 'Black': 6684.62}"
2025-03-25 11:01:17.315398,"{'Red': 1, 'Green': 1, 'Blue': 1, 'White': 3, 'Black': 4}","{'Red': 786.5, 'Green': 3935.0, 'Blue': 2447.5, 'White': 11421.83, 'Black': 6684.62}"
2025-03-25 11:01:17.331029,"{'Red': 1, 'Green': 1, 'Blue': 1, 'White': 3, 'Black': 4}","{'Red': 786.5, 'Green': 3935.0, 'Blue': 2447.5, 'White': 11421.83, 'Black': 6684.62}"
2025-03-25 11:01:17.346311,"{'Green': 1, 'Blue': 1, 'White': 3, 'Black': 3}","{'Green': 5823.0, 'Blue': 4041.5, 'White': 11507.33, 'Black': 9865.67}"
2025-03-25 11:01:17.361291,"{'Green': 1, 'Blue': 1, 'White': 3, 'Black': 3}","{'Green': 5823.0, 'Blue': 4041.5, 'White': 11507.33, 'Black': 9865.67}"
2025-03-25 11:01:17.377277,"{'Green': 1, 'Blue': 1, 'White': 3, 'Black': 3}","{'Green': 5823.0, 'Blue': 4041.5, 'White': 11507.33, 'Black': 9865.67}"
2025-03-25 11:01:17.392724,"{'Red': 2, 'Green': 1, 'Blue': 1, 'White': 4, 'Black': 3}","{'Red': 705.0, 'Green': 5497.0, 'Blue': 4007.5, 'White': 9443.62, 'Black': 9995.67}"
2025-03-25 11:01:17.407945,"{'Red': 2, 'Green': 1, 'Blue': 1, 'White': 4, 'Black': 3}","{'Red': 705.0, 'Green': 5497.0, 'Blue': 4007.5, 'White': 9443.62, 'Black': 9995.67}"
2025-03-25 11:01:17.424292,"{'Red': 2, 'Green': 1, 'Blue': 1, 'White': 4, 'Black': 3}","{'Red': 705.0, 'Green': 5497.0, 'Blue': 4007.5, 'White': 9443.62, 'Black': 9995.67}"
2025-03-25 11:01:17.438898,"{'Red': 2, 'Green': 1, 'Blue': 1, 'White': 4, 'Black': 3}","{'Red': 705.0, 'Green': 5497.0, 'Blue': 4007.5, 'White': 9443.62, 'Black': 9995.67}"
2025-03-25 11:01:17.453887,"{'Red': 2, 'Green': 1, 'Blue': 1, 'White': 4, 'Black': 3}","{'Red': 772.25, 'Green': 5721.5, 'Blue': 3833.0, 'White': 10294.75, 'Black': 10198.5}"
2025-03-25 11:01:17.469140,"{'Red': 2, 'Green': 1, 'Blue': 1, 'White': 4, 'Black': 3}","{'Red': 772.25, 'Green': 5721.5, 'Blue': 3833.0, 'White': 10294.75, 'Black': 10198.5}"
2025-03-25 11:01:17.485292,"{'Red': 2, 'Green': 1, 'Blue': 1, 'White': 4, 'Black': 3}","{'Red': 772.25, 'Green': 5721.5, 'Blue': 3833.0, 'White': 10294.75, 'Black': 10198.5}"
2025-03-25 11:01:17.500276,"{'Red': 2, 'Green': 1, 'Blue': 1, 'White': 4, 'Black': 3}","{'Red': 714.25, 'Green': 5960.5, 'Blue': 3309.0, 'White': 10393.75, 'Black': 10776.0}"
2025-03-25 11:01:17.515950,"{'Red': 2, 'Green': 1, 'Blue': 1, 'White': 4, 'Black': 3}","{'Red': 714.25, 'Green': 5960.5, 'Blue': 3309.0, 'White': 10393.75, 'Black': 10776.0}"
2025-03-25 11:01:17.531013,"{'Red': 2, 'Green': 1, 'Blue': 1, 'White': 4, 'Black': 3}","{'Red': 714.25, 'Green': 5960.5, 'Blue': 3309.0, 'White': 10393.75, 'Black': 10776.0}"
2025-03-25 11:01:17.547185,"{'Red': 3, 'Green': 1, 'Blue': 1, 'White': 4, 'Black': 3}","{'Red': 710.83, 'Green': 6175.5, 'Blue': 3303.0, 'White': 10445.0, 'Black': 11524.5}"
2025-03-25 11:01:17.561167,"{'Red': 3, 'Green': 1, 'Blue': 1, 'White': 4, 'Black': 3}","{'Red': 710.83, 'Green': 6175.5, 'Blue': 3303.0, 'White': 10445.0, 'Black': 11524.5}"
2025-03-25 11:01:17.577475,"{'Red': 3, 'Green': 1, 'Blue': 1, 'White': 4, 'Black': 3}","{'Red': 710.83, 'Green': 6175.5, 'Blue': 3303.0, 'White': 10445.0, 'Black': 11524.5}"
2025-03-25 11:01:17.593477,"{'Red': 3, 'Green': 1, 'Blue': 1, 'White': 4, 'Black': 3}","{'Red': 894.5, 'Green': 6072.5, 'Blue': 3189.5, 'White': 10504.5, 'Black': 11591.5}"
